Charc,Movie,NewChar
",Raj Kanwar,Lara Dutta,Priyanka Chopra,Akshay Kumar,Suneel Darshan,Kumar Sanu,Manish Malhotra,Aman Verma",Andaaz,"['Raj Kanwar', 'Lara Dutta', 'Priyanka Chopra', 'Akshay Kumar', 'Suneel Darshan', 'Kumar Sanu', 'Manish Malhotra', 'Aman Verma']"
",Ashok Kumar",Kamagni,['Ashok Kumar']
",Sridevi",Lakshmi,['Sridevi']
",Amjad Khan,Jaswant Singh,Amitabh Bachchan,Wajahat Mirza,Anju Mahendru,Pran",Ganga Ki Saugandh,"['Amjad Khan', 'Jaswant Singh', 'Amitabh Bachchan', 'Wajahat Mirza', 'Anju Mahendru', 'Pran']"
",Kumar Sanu,Jolly Mukherjee,Sapna Mukherjee,Mithun Chakraborty,Shilpa Shirodkar,Gulshan Grover,Amit Kumar,Deepa Sahi,Harry Baweja",Trinetra,"['Kumar Sanu', 'Jolly Mukherjee', 'Sapna Mukherjee', 'Mithun Chakraborty', 'Shilpa Shirodkar', 'Gulshan Grover', 'Amit Kumar', 'Deepa Sahi', 'Harry Baweja']"
",Ravi Verma,Rajesh Khanna,Deepika Chikhalia,Chunky Pandey,Sonu Walia,Sadashiv Amrapurkar",Rupaye Dus Karod,"['Ravi Verma', 'Rajesh Khanna', 'Deepika Chikhalia', 'Chunky Pandey', 'Sonu Walia', 'Sadashiv Amrapurkar']"
",Himesh Reshammiya,Sonal Sehgal,Purbi Joshi",Damadamm!,"['Himesh Reshammiya', 'Sonal Sehgal', 'Purbi Joshi']"
",Mani Ratnam,Preity Zinta,Shah Rukh Khan,Manisha Koirala,A. R. Rahman,Tigmanshu Dhulia,Simran Bagga",Dil Se..,"['Mani Ratnam', 'Preity Zinta', 'Shah Rukh Khan', 'Manisha Koirala', 'A. R. Rahman', 'Tigmanshu Dhulia', 'Simran Bagga']"
",ACP Ravindra Varma,Murali Sharma,Shakti Kapoor,Surendra Pal,Ashutosh Rana",Abhinay Chakra,"['ACP Ravindra Varma', 'Murali Sharma', 'Shakti Kapoor', 'Surendra Pal', 'Ashutosh Rana']"
",Sunil Shetty,Akshay Khanna,Satish Kaushik,Subhash Ghai,Amol Palekar,Aftab Shivdasani,Mallika Sherawat,Ayesha Takia",Shaadi Se Pehle,"['Sunil Shetty', 'Akshay Khanna', 'Satish Kaushik', 'Subhash Ghai', 'Amol Palekar', 'Aftab Shivdasani', 'Mallika Sherawat', 'Ayesha Takia']"
",William Blackstone,Edward Coke,Mother Jones",Murder,"['William Blackstone', 'Edward Coke', 'Mother Jones']"
",Anuradha Patel,Marc Zuber,Mithun Chakraborty,Rohini Hattangadi,Simi Garewal,Ken Follett",Rukhsat,"['Anuradha Patel', 'Marc Zuber', 'Mithun Chakraborty', 'Rohini Hattangadi', 'Simi Garewal', 'Ken Follett']"
",Vinod Mehra,Vidya Sinha,Shyam Ramsay,Prem Chopra",Saboot,"['Vinod Mehra', 'Vidya Sinha', 'Shyam Ramsay', 'Prem Chopra']"
",Harish Kumar,Raaj Kumar,Nana Patekar,Suresh Oberoi,Nawazuddin Siddiqui",Tirangaa,"['Harish Kumar', 'Raaj Kumar', 'Nana Patekar', 'Suresh Oberoi', 'Nawazuddin Siddiqui']"
",Deepshikha",Yeh Dooriyan,['Deepshikha']
",Rishi Kapoor,Pinchoo Kapoor,Neetu Singh,Rekha",Zinda Dil,"['Rishi Kapoor', 'Pinchoo Kapoor', 'Neetu Singh', 'Rekha']"
",Mr. Kamal Haasan,Ilaiyaraaja,Singeetam Srinivasa Rao,Crazy Mohan,Srividya,P. C. Sriram,B. Lenin",Appu Raja,"['Mr. Kamal Haasan', 'Ilaiyaraaja', 'Singeetam Srinivasa Rao', 'Crazy Mohan', 'Srividya', 'P. C. Sriram', 'B. Lenin']"
",Mithun Chakraborty,Mamta Kulkarni,Rituparna Sengupta,Soumitra Chatterjee,Puneet Issar,Rajinikanth",Krantikari,"['Mithun Chakraborty', 'Mamta Kulkarni', 'Rituparna Sengupta', 'Soumitra Chatterjee', 'Puneet Issar', 'Rajinikanth']"
",Bipasha Basu,Amrita Arora,Dino Morea,Sanjay Dutt,Neha Dhupia,Suniel Shetty,Abhishek Bachchan,Sharat Saxena",Rakht: What If You Can See the Future,"['Bipasha Basu', 'Amrita Arora', 'Dino Morea', 'Sanjay Dutt', 'Neha Dhupia', 'Suniel Shetty', 'Abhishek Bachchan', 'Sharat Saxena']"
",Raghuvir Yadav,Zakir Hussain,Javed Ali,Roop Kumar Rathod,Mika Singh",Meinu Ek Ladki Chaahiye,"['Raghuvir Yadav', 'Zakir Hussain', 'Javed Ali', 'Roop Kumar Rathod', 'Mika Singh']"
",Rajendra Kumar,Waheeda Rehman,Chandrashekhar,Balraj Sahni,Sivaji Ganesan,C.V. Sridhar",Dharti,"['Rajendra Kumar', 'Waheeda Rehman', 'Chandrashekhar', 'Balraj Sahni', 'Sivaji Ganesan', 'C.V. Sridhar']"
",Pulkit Samrat,Mandira Bedi,Atul Agnihotri,Hard Kaur",O Teri,"['Pulkit Samrat', 'Mandira Bedi', 'Atul Agnihotri', 'Hard Kaur']"
",Sanjay Dutt,Madhuri Dixit,Jeetendra,Jaya Pradha,Saroj Khan,Kiran Kumar,Dalip Tahil",Thanedaar,"['Sanjay Dutt', 'Madhuri Dixit', 'Jeetendra', 'Jaya Pradha', 'Saroj Khan', 'Kiran Kumar', 'Dalip Tahil']"
",Nagesh Kukunoor,Juhi Chawla,Naseeruddin Shah,Jackie Shroff,Shah,Robert Koehler,Mohan,Gulshan Grover,Om Puri",3 Deewarein,"['Nagesh Kukunoor', 'Juhi Chawla', 'Naseeruddin Shah', 'Jackie Shroff', 'Shah', 'Robert Koehler', 'Mohan', 'Gulshan Grover', 'Om Puri']"
",Smita Patil,Shreeram Lagoo,Deven Verma,Reema Lagoo",Chatpati,"['Smita Patil', 'Shreeram Lagoo', 'Deven Verma', 'Reema Lagoo']"
",Chitrangada Singh,Irrfan Khan,Sudhir Mishra,Sushant Singh,Nishat Khan,Yashpal Sharma,Aditi Rao Hydari,Saurabh Shukla,Swanand Kirkire",Yeh Saali Zindagi,"['Chitrangada Singh', 'Irrfan Khan', 'Sudhir Mishra', 'Sushant Singh', 'Nishat Khan', 'Yashpal Sharma', 'Aditi Rao Hydari', 'Saurabh Shukla', 'Swanand Kirkire']"
",Shahrukh Khan,Arshad Warsi,Mahima Chaudhry,Parvin Dabas,Jaspal Bhatti,Himesh Reshammiya,Rohit Roy",Kuchh Meetha Ho Jaye,"['Shahrukh Khan', 'Arshad Warsi', 'Mahima Chaudhry', 'Parvin Dabas', 'Jaspal Bhatti', 'Himesh Reshammiya', 'Rohit Roy']"
",Nagesh Kukunoor",Hyderabad Blues,['Nagesh Kukunoor']
",Aamir Khan,Amole Gupte,Prasoon Joshi,Darsheel Safary,Sukanya Verma",Taare Zameen Par,"['Aamir Khan', 'Amole Gupte', 'Prasoon Joshi', 'Darsheel Safary', 'Sukanya Verma']"
",Seema Biswas,Soha Ali Khan",Chaarfutiya Chhokare,"['Seema Biswas', 'Soha Ali Khan']"
",Santosh Sivan,Anupam Kher,Rahul Bose,Rahul Khanna,Victor Banerjee,Asoka",Tahaan,"['Santosh Sivan', 'Anupam Kher', 'Rahul Bose', 'Rahul Khanna', 'Victor Banerjee', 'Asoka']"
",Kangana Ranaut,Piyush Mishra,Usha Uthup,Zakir Hussain,Seema Biswas,Anupama Chopra,Tigmanshu Dhulia,Uma Thurman",Revolver Rani,"['Kangana Ranaut', 'Piyush Mishra', 'Usha Uthup', 'Zakir Hussain', 'Seema Biswas', 'Anupama Chopra', 'Tigmanshu Dhulia', 'Uma Thurman']"
",Hemant Kumar,Abhi Bhattacharya,Asha Bhosle,Satyen Bose,Kavi Pradeep,Mohammed Rafi,Syed Nazir Ali",Jagriti,"['Hemant Kumar', 'Abhi Bhattacharya', 'Asha Bhosle', 'Satyen Bose', 'Kavi Pradeep', 'Mohammed Rafi', 'Syed Nazir Ali']"
",Noor Jehan,Lata Mangeshkar,Ghanshyam,Asha Bhosle",Badi Maa,"['Noor Jehan', 'Lata Mangeshkar', 'Ghanshyam', 'Asha Bhosle']"
",Zoya Akhtar,Farhan Akhtar,Rishi Kapoor,Javed Akhtar,Hrithik Roshan,Shah Rukh Khan,Juhi Chawla,Sanjay Kapoor,Konkana Sen Sharma,Dimple Kapadia,Isha Sharvani,Boman Irani,Ritesh Sidhwani,Kareena Kapoor,Ranbir Kapoor",Luck by Chance,"['Zoya Akhtar', 'Farhan Akhtar', 'Rishi Kapoor', 'Javed Akhtar', 'Hrithik Roshan', 'Shah Rukh Khan', 'Juhi Chawla', 'Sanjay Kapoor', 'Konkana Sen Sharma', 'Dimple Kapadia', 'Isha Sharvani', 'Boman Irani', 'Ritesh Sidhwani', 'Kareena Kapoor', 'Ranbir Kapoor']"
",Vinod Khanna,Sanjay Dutt,Dimple Kapadia,Sangeeta Bijlani,Kimi Katkar,Mukul S. Anand,Kader Khan,Sushma Seth,Kiran Kumar",Khoon Ka Karz,"['Vinod Khanna', 'Sanjay Dutt', 'Dimple Kapadia', 'Sangeeta Bijlani', 'Kimi Katkar', 'Mukul S. Anand', 'Kader Khan', 'Sushma Seth', 'Kiran Kumar']"
",Mithun Chakraborty,Ravikant Nagaich,Bappi Lahiri,Suresh Oberoi",Surakshaa,"['Mithun Chakraborty', 'Ravikant Nagaich', 'Bappi Lahiri', 'Suresh Oberoi']"
",Anu Malik,Alisha Chinai,Danny Denzongpa,Suresh Oberoi,Alka Yagnik,Kumar Sanu",Vijaypath,"['Anu Malik', 'Alisha Chinai', 'Danny Denzongpa', 'Suresh Oberoi', 'Alka Yagnik', 'Kumar Sanu']"
",Fab Morvan,Rob Pilatus,Frank Farian,Ray Horton,Beth McCarthy-Miller,John Davis",Mili,"['Fab Morvan', 'Rob Pilatus', 'Frank Farian', 'Ray Horton', 'Beth McCarthy-Miller', 'John Davis']"
",Amrish Puri,Madhuri Dixit,Rakesh Roshan,Shah Rukh Khan,Himani Shivpuri,Johnny Lever",Koyla,"['Amrish Puri', 'Madhuri Dixit', 'Rakesh Roshan', 'Shah Rukh Khan', 'Himani Shivpuri', 'Johnny Lever']"
",Anu Malik",Naina,['Anu Malik']
",Arshad Warsi,Madhuri Dixit,Naseeruddin Shah,Vishal Bhardwaj,Vidya Balan,Abhishek Chaubey,Salman Shahid,Anupama Chopra",Ishqiya,"['Arshad Warsi', 'Madhuri Dixit', 'Naseeruddin Shah', 'Vishal Bhardwaj', 'Vidya Balan', 'Abhishek Chaubey', 'Salman Shahid', 'Anupama Chopra']"
",Murli Sharma",Machhli Jal Ki Rani Hai,['Murli Sharma']
",Sanjay Dutt,Meenakshi Seshadri,Alfred Hitchcock,Raza Murad,Viju Khote,Gulshan Grover",Inaam Dus Hazaar,"['Sanjay Dutt', 'Meenakshi Seshadri', 'Alfred Hitchcock', 'Raza Murad', 'Viju Khote', 'Gulshan Grover']"
",Kabir Das,Javed Akhtar,Sanjeev Kumar,Salim Khan,Shashi Kapoor,Amitabh Bachchan,Rekha,Mohan",Immaan Dharam,"['Kabir Das', 'Javed Akhtar', 'Sanjeev Kumar', 'Salim Khan', 'Shashi Kapoor', 'Amitabh Bachchan', 'Rekha', 'Mohan']"
",Farah Naaz,Rajesh Khanna,Aamir Khan,Dara Singh,Yash Chopra,Rishi Kapoor,Anil Kapoor,Mahendra Kapoor,Vinod Khanna,Shakti Samanta",Begunaah,"['Farah Naaz', 'Rajesh Khanna', 'Aamir Khan', 'Dara Singh', 'Yash Chopra', 'Rishi Kapoor', 'Anil Kapoor', 'Mahendra Kapoor', 'Vinod Khanna', 'Shakti Samanta']"
",Rahul Roy,Kumar Sanu,Mahesh Bhatt,Mohit Suri,Deepak Tijori,Bhushan Kumar,Tom Alter,Hrithik Roshan",Aashiqui,"['Rahul Roy', 'Kumar Sanu', 'Mahesh Bhatt', 'Mohit Suri', 'Deepak Tijori', 'Bhushan Kumar', 'Tom Alter', 'Hrithik Roshan']"
",Ayesha Takia,Aftab Shivdasani,Rimi Sen,Ravi Walia,Anupam Kher",De Taali,"['Ayesha Takia', 'Aftab Shivdasani', 'Rimi Sen', 'Ravi Walia', 'Anupam Kher']"
",Rakesh Roshan,Hrithik Roshan,J. Om Prakash,Rajesh Roshan,Paresh Rawal,Danny Denzongpa",Bhagwaan Dada,"['Rakesh Roshan', 'Hrithik Roshan', 'J. Om Prakash', 'Rajesh Roshan', 'Paresh Rawal', 'Danny Denzongpa']"
",Rajesh Khanna,Usha Khanna,Prem Chopra,Padmini Kolhapure,Kamleshwar",Souten,"['Rajesh Khanna', 'Usha Khanna', 'Prem Chopra', 'Padmini Kolhapure', 'Kamleshwar']"
",Sonali Bendre,Dada Kondke,Mahesh Manjrekar,Rinke Khanna,Shakti Kapoor,Reema Lagoo,Himani Shivpuri",Jis Desh Mein Ganga Rehta Hain,"['Sonali Bendre', 'Dada Kondke', 'Mahesh Manjrekar', 'Rinke Khanna', 'Shakti Kapoor', 'Reema Lagoo', 'Himani Shivpuri']"
",Shilpa Shirodkar,Moushumi Chatterjee,Jeetendra,Lawrence D'Souza,S. Ramanathan,Vinod Mehra,Danny Denzongpa",Prateeksha,"['Shilpa Shirodkar', 'Moushumi Chatterjee', 'Jeetendra', ""Lawrence D'Souza"", 'S. Ramanathan', 'Vinod Mehra', 'Danny Denzongpa']"
",Vikram Bhatt,Saif Ali Khan,Atul Agnihotri,Viju Khote,Dalip Tahil",Bambai Ka Babu,"['Vikram Bhatt', 'Saif Ali Khan', 'Atul Agnihotri', 'Viju Khote', 'Dalip Tahil']"
",Raj Khanna,Hrithik Roshan,Kareena Kapoor,Yash Chopra,Aditya Chopra,Kunal Kohli,Rani Mukerji,Uday Chopra,Kiran Kumar,Anand Bakshi",Mujhse Dosti Karoge!,"['Raj Khanna', 'Hrithik Roshan', 'Kareena Kapoor', 'Yash Chopra', 'Aditya Chopra', 'Kunal Kohli', 'Rani Mukerji', 'Uday Chopra', 'Kiran Kumar', 'Anand Bakshi']"
",Raj Babbar,Anita Raj,Showkar Janaki,Madan Puri",Prem Geet,"['Raj Babbar', 'Anita Raj', 'Showkar Janaki', 'Madan Puri']"
",David,Prophet Muhammad,Solomon,Jesus",Daud,"['David', 'Prophet Muhammad', 'Solomon', 'Jesus']"
",Vinod Khanna,Gracy Singh",Chooriyan,"['Vinod Khanna', 'Gracy Singh']"
",Shakti Samanta,Naseeruddin Shah,Ashok Kumar,Mithun Chakraborty,Ranjeeta Kaur",Khwab,"['Shakti Samanta', 'Naseeruddin Shah', 'Ashok Kumar', 'Mithun Chakraborty', 'Ranjeeta Kaur']"
",Sunny Deol,Raveena Tandon,Anupam Kher,Ashish Vidyarthi,Sharat Saxena,Ashok Pradhan,Mamta Kulkarni,Virendra Saxena,Mithun Chakraborthy,Raj Babbar",Ziddi,"['Sunny Deol', 'Raveena Tandon', 'Anupam Kher', 'Ashish Vidyarthi', 'Sharat Saxena', 'Ashok Pradhan', 'Mamta Kulkarni', 'Virendra Saxena', 'Mithun Chakraborthy', 'Raj Babbar']"
",Nimmi,Preity Zinta,Kundan Shah,Arjun Rampal,Alok Nath,Mahima Chaudhry,Rekha",Dil Hai Tumhaara,"['Nimmi', 'Preity Zinta', 'Kundan Shah', 'Arjun Rampal', 'Alok Nath', 'Mahima Chaudhry', 'Rekha']"
",Anupam Kher,Mahesh Bhatt,Rohini Hattangadi,Soni Razdan,Nilu Phule",Saaransh,"['Anupam Kher', 'Mahesh Bhatt', 'Rohini Hattangadi', 'Soni Razdan', 'Nilu Phule']"
",Sonam Kapoor,Rishi Kapoor,Habib Faisal,Aditya Chopra,Danny Bowes,Raghu Dixit,Anupama Chopra",Bewakoofiyaan,"['Sonam Kapoor', 'Rishi Kapoor', 'Habib Faisal', 'Aditya Chopra', 'Danny Bowes', 'Raghu Dixit', 'Anupama Chopra']"
",Rajiv Kapoor,Shakti Kapoor,Krishnam Raju,Bappi Lahiri,Jaya Prada",Mera Saathi,"['Rajiv Kapoor', 'Shakti Kapoor', 'Krishnam Raju', 'Bappi Lahiri', 'Jaya Prada']"
",Aruna Irani,Jackie Shroff,Mithun Chakraborty,Ayesha Jhulka",Phool Aur Aag,"['Aruna Irani', 'Jackie Shroff', 'Mithun Chakraborty', 'Ayesha Jhulka']"
",Sunil Shetty,Salman Khan,Kareena Kapoor,Rimi Sen,Priyadarshan,Jackie Shroff,Om Puri,Himesh Reshammiya,S. P. Venkatesh",Kyon Ki,"['Sunil Shetty', 'Salman Khan', 'Kareena Kapoor', 'Rimi Sen', 'Priyadarshan', 'Jackie Shroff', 'Om Puri', 'Himesh Reshammiya', 'S. P. Venkatesh']"
",Mithun Chakraborty",Jodidar,['Mithun Chakraborty']
",Suresh Oberoi,Shabana Azmi,Raza Murad,Thyagarajan",Gangvaa,"['Suresh Oberoi', 'Shabana Azmi', 'Raza Murad', 'Thyagarajan']"
",Shatrughan Sinha,Madhushree",Aandhiyan,"['Shatrughan Sinha', 'Madhushree']"
",Daniel,Jesus,Aristotle,Pope John Paul II,Thomas Aquinas,Oliver Cowdery,Maimonides,Pope Gregory I,Malachi,Abraham",Angel,"['Daniel', 'Jesus', 'Aristotle', 'Pope John Paul II', 'Thomas Aquinas', 'Oliver Cowdery', 'Maimonides', 'Pope Gregory I', 'Malachi', 'Abraham']"
",Mohd Rafi,Kishore Kumar,Sunil Dutt,Rajkumar Kohli,Sanjeev Kumar,Vinod Mehra,Neetu Singh,Anuradha Paudwal,Reena Roy,Shatrughan Sinha,Rekha",Dushman,"['Mohd Rafi', 'Kishore Kumar', 'Sunil Dutt', 'Rajkumar Kohli', 'Sanjeev Kumar', 'Vinod Mehra', 'Neetu Singh', 'Anuradha Paudwal', 'Reena Roy', 'Shatrughan Sinha', 'Rekha']"
",Randhir Kapoor,Surinder Kapoor,Madan Puri,Shreeram Lagoo,Danny Denzongpa,Nirupa Roy",Ponga Pandit,"['Randhir Kapoor', 'Surinder Kapoor', 'Madan Puri', 'Shreeram Lagoo', 'Danny Denzongpa', 'Nirupa Roy']"
",Amitabh Bachchan,Anthony Gonsalves,Manmohan Desai,Akbar Ilahabadi,Rishi Kapoor,Vinod Khanna,Anand Bakshi,Shabana Azmi,Sai Baba",Amar Akbar Anthony,"['Amitabh Bachchan', 'Anthony Gonsalves', 'Manmohan Desai', 'Akbar Ilahabadi', 'Rishi Kapoor', 'Vinod Khanna', 'Anand Bakshi', 'Shabana Azmi', 'Sai Baba']"
",Armaan Malik,Palak Muchhal,Salman Khan,A. R. Rahman,Tulsi Kumar",Armaan,"['Armaan Malik', 'Palak Muchhal', 'Salman Khan', 'A. R. Rahman', 'Tulsi Kumar']"
",Dharmesh Darshan,Juhi Chawla,Lata Mangeshkar,Sunny Deol,Naseeruddin Shah,Manoj Kumar,Suresh Wadkar,Anupam Kher,Chunky Pandey,Sapna Mukherjee,Kumar Sanu,Asha Bhosle,Pankaj Udhas,Majrooh Sultanpuri,Mohammad Aziz,Alka Yagnik",Lootere,"['Dharmesh Darshan', 'Juhi Chawla', 'Lata Mangeshkar', 'Sunny Deol', 'Naseeruddin Shah', 'Manoj Kumar', 'Suresh Wadkar', 'Anupam Kher', 'Chunky Pandey', 'Sapna Mukherjee', 'Kumar Sanu', 'Asha Bhosle', 'Pankaj Udhas', 'Majrooh Sultanpuri', 'Mohammad Aziz', 'Alka Yagnik']"
",Vishal Bhardwaj,Rekha Bhardwaj,Irrfan Khan,A. Sreekar Prasad,Konkona Sen Sharma",Talvar,"['Vishal Bhardwaj', 'Rekha Bhardwaj', 'Irrfan Khan', 'A. Sreekar Prasad', 'Konkona Sen Sharma']"
",Naseeruddin Shah,Supriya Pathak,Gulzar,Urmila Matondkar,Jugal Hansraj,Shabana Azmi,Saeed Jaffrey,Erich Segal,R.D. Burman",Masoom,"['Naseeruddin Shah', 'Supriya Pathak', 'Gulzar', 'Urmila Matondkar', 'Jugal Hansraj', 'Shabana Azmi', 'Saeed Jaffrey', 'Erich Segal', 'R.D. Burman']"
",débutant Manish Gupta",Karma Aur Holi,['débutant Manish Gupta']
",Anil Kapoor,Kajol,Anupam Kher",Hum Aapke Dil Mein Rehte Hain,"['Anil Kapoor', 'Kajol', 'Anupam Kher']"
",Kimi Katkar,Neil Nitin Mukesh,Shoma Anand,Shakti Kapoor",Jaisi Karni Waisi Bharni,"['Kimi Katkar', 'Neil Nitin Mukesh', 'Shoma Anand', 'Shakti Kapoor']"
",Ravindra Jain",Nadiya Ke Paar,['Ravindra Jain']
",Abhishek Bachchan,Uday Chopra,Aamir Khan,Katrina Kaif,Aaliya,Tabrett Bethell,Aditya Chopra,Shah Rukh Khan,Jackie Shroff",Dhoom 3,"['Abhishek Bachchan', 'Uday Chopra', 'Aamir Khan', 'Katrina Kaif', 'Aaliya', 'Tabrett Bethell', 'Aditya Chopra', 'Shah Rukh Khan', 'Jackie Shroff']"
",Mahima Chaudhry,Ajay Devgan,Prakash Jha,Chandrachur Singh,Veeru Devgan,Kajol",Dil Kya Kare,"['Mahima Chaudhry', 'Ajay Devgan', 'Prakash Jha', 'Chandrachur Singh', 'Veeru Devgan', 'Kajol']"
",Aditya Chopra,Baldev Raj Chopra",Kal Ki Awaz,"['Aditya Chopra', 'Baldev Raj Chopra']"
",Vidya Balan,Sujoy Ghosh,Saswata Chatterjee,Parambrata Chatterjee,Nawazuddin Siddiqui",Kahaani,"['Vidya Balan', 'Sujoy Ghosh', 'Saswata Chatterjee', 'Parambrata Chatterjee', 'Nawazuddin Siddiqui']"
",Rajesh Khanna,D. Rama Naidu,Jaya Prada,Shatrughan Sinha,Kader Khan,Waheeda Rehman,Shreeram Lagoo,Prem Chopra,Shakti Kapoor",Maqsad,"['Rajesh Khanna', 'D. Rama Naidu', 'Jaya Prada', 'Shatrughan Sinha', 'Kader Khan', 'Waheeda Rehman', 'Shreeram Lagoo', 'Prem Chopra', 'Shakti Kapoor']"
",Smita Patil,Naseeruddin Shah",Sitam,"['Smita Patil', 'Naseeruddin Shah']"
",Feroz Khan,Akira Kurosawa,Majrooh Sultanpuri,R.D. Burman,Rehana Sultan,Sergio Leone,Danny Denzongpa",Khotey Sikkay,"['Feroz Khan', 'Akira Kurosawa', 'Majrooh Sultanpuri', 'R.D. Burman', 'Rehana Sultan', 'Sergio Leone', 'Danny Denzongpa']"
",Shashi Kapoor,Rishi Kapoor,Rajesh Roshan,Neetu Singh,Ramesh Talwar,Yash Chopra,Deven Verma,Parikshat Sahni",Doosra Aadmi,"['Shashi Kapoor', 'Rishi Kapoor', 'Rajesh Roshan', 'Neetu Singh', 'Ramesh Talwar', 'Yash Chopra', 'Deven Verma', 'Parikshat Sahni']"
",Neeli,Tisca Chopra,Irrfan Khan,Tillotama Shome",Qissa,"['Neeli', 'Tisca Chopra', 'Irrfan Khan', 'Tillotama Shome']"
",John Logie Baird,Ansel Adams,Wim Wenders,John Boorman",Black and White,"['John Logie Baird', 'Ansel Adams', 'Wim Wenders', 'John Boorman']"
",Vinod Khanna,Rekha",Sarkari Mehmaan,"['Vinod Khanna', 'Rekha']"
",Gulab Singh,Lara Dutta,Akshay Kumar,Jackie Shroff,Paresh Rawal,Tanushree Dutta,Arbaaz Khan",Bhagam Bhag,"['Gulab Singh', 'Lara Dutta', 'Akshay Kumar', 'Jackie Shroff', 'Paresh Rawal', 'Tanushree Dutta', 'Arbaaz Khan']"
",Aaliyah,Sanjay Suri,Boman Irani,Sharman Joshi,Chitrangada Singh,Shabana Azmi,Onir",Sorry Bhai!,"['Aaliyah', 'Sanjay Suri', 'Boman Irani', 'Sharman Joshi', 'Chitrangada Singh', 'Shabana Azmi', 'Onir']"
",Salman Khan,Arbaaz Khan,Kareena Kapoor,Aamir Khan,Anupama Chopra,Katrina Kaif",Dabangg 2,"['Salman Khan', 'Arbaaz Khan', 'Kareena Kapoor', 'Aamir Khan', 'Anupama Chopra', 'Katrina Kaif']"
",Amitabh Bachchan,Om Prakash,Harivansh Rai Bachchan,Hrishikesh Mukherjee,Farida Jalal,Rekha,Yunus Parvez,A. K. Hangal",Alaap,"['Amitabh Bachchan', 'Om Prakash', 'Harivansh Rai Bachchan', 'Hrishikesh Mukherjee', 'Farida Jalal', 'Rekha', 'Yunus Parvez', 'A. K. Hangal']"
",A.R. Rehman,Shahid Kapoor,Anant Mahadevan,Soha Ali Khan,Ayesha Takia,Himesh Reshammiya,Tulip Joshi,Gulshan Grover",Dil Maange More,"['A.R. Rehman', 'Shahid Kapoor', 'Anant Mahadevan', 'Soha Ali Khan', 'Ayesha Takia', 'Himesh Reshammiya', 'Tulip Joshi', 'Gulshan Grover']"
",Vijay Bhatt,Jeetendra,Shatrughan Sinha",Banphool,"['Vijay Bhatt', 'Jeetendra', 'Shatrughan Sinha']"
",Charu Majumdar,Mao Zedong,Kanu Sanyal,Govind Narain,General Sam Manekshaw",The Naxalites,"['Charu Majumdar', 'Mao Zedong', 'Kanu Sanyal', 'Govind Narain', 'General Sam Manekshaw']"
",Kabir Wilson,Sunny Leone,Pooja Bhatt,Mahesh Bhatt,Randeep Hooda,Anupama Chopra",Jism 2,"['Kabir Wilson', 'Sunny Leone', 'Pooja Bhatt', 'Mahesh Bhatt', 'Randeep Hooda', 'Anupama Chopra']"
",Karisma Kapoor,Shakti Kapoor,Lawrence D'Souza,Tinnu Anand",Gudia,"['Karisma Kapoor', 'Shakti Kapoor', ""Lawrence D'Souza"", 'Tinnu Anand']"
",Raghu,Raghu Ram,Rishi Kapoor,Aditya Chopra,Anupama Chopra",Shuddh Desi Romance,"['Raghu', 'Raghu Ram', 'Rishi Kapoor', 'Aditya Chopra', 'Anupama Chopra']"
",Aamir Khan,Juhi Chawla,Majrooh Sultanpuri",Tum Mere Ho,"['Aamir Khan', 'Juhi Chawla', 'Majrooh Sultanpuri']"
",Akshay Kumar,Deepika Padukone,Mithun Chakraborty,Gordon Liu,Shekhar Suman,Ranvir Shorey,Kailash Kher",Chandni Chowk to China,"['Akshay Kumar', 'Deepika Padukone', 'Mithun Chakraborty', 'Gordon Liu', 'Shekhar Suman', 'Ranvir Shorey', 'Kailash Kher']"
",Aamir Khan,Amole Gupte,Prasoon Joshi,Darsheel Safary,Sukanya Verma",Zameen,"['Aamir Khan', 'Amole Gupte', 'Prasoon Joshi', 'Darsheel Safary', 'Sukanya Verma']"
",Amjad Khan,Mithun Chakraborty,Zeenat Aman,Danny Denzongpa,Ranjeet,Deepak Bahry",Hum Se Hai Zamana,"['Amjad Khan', 'Mithun Chakraborty', 'Zeenat Aman', 'Danny Denzongpa', 'Ranjeet', 'Deepak Bahry']"
",Prem Chopra",Challo Driver,['Prem Chopra']
",Amitabh Bachchan,Apoorva Lakhia,Arjun Rampal,Vikram Chatwal,Tony Scott",Ek Ajnabee,"['Amitabh Bachchan', 'Apoorva Lakhia', 'Arjun Rampal', 'Vikram Chatwal', 'Tony Scott']"
",Mrinal Sen,Mamata Shankar,Mithun Chakraborty",Mrigayaa,"['Mrinal Sen', 'Mamata Shankar', 'Mithun Chakraborty']"
",Anand Bakshi,Rajesh Khanna,S. D. Burman,Sharmila Tagore,Shakti Samanta,Hrishikesh Mukherjee,Kishore Kumar,Lata Mangeshkar,Satyajit Ray",Amar Prem,"['Anand Bakshi', 'Rajesh Khanna', 'S. D. Burman', 'Sharmila Tagore', 'Shakti Samanta', 'Hrishikesh Mukherjee', 'Kishore Kumar', 'Lata Mangeshkar', 'Satyajit Ray']"
",Salman Khan,Kabir Khan,Nawazuddin Siddiqui,Adnan Sami Khan",Bajrangi Bhaijaan,"['Salman Khan', 'Kabir Khan', 'Nawazuddin Siddiqui', 'Adnan Sami Khan']"
